"Nr. of features","Accuracy","Selected features"
16,0.8351648351648352,"Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column10,Column12,Column15,Column16,Column17,Column19,Column20,Column21,Column22"
19,0.8351648351648352,"Column1,Column2,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
12,0.8131868131868132,"Column4,Column6,Column7,Column8,Column9,Column11,Column13,Column14,Column15,Column16,Column17,Column22"
5,0.7802197802197802,"Column5,Column6,Column7,Column12,Column16"
4,0.7692307692307693,"Column1,Column4,Column7,Column11"
18,0.8461538461538461,"Column1,Column2,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column16,Column18,Column19,Column20,Column21,Column22"
1,0.8131868131868132,"Column21"
10,0.7582417582417582,"Column2,Column5,Column6,Column7,Column8,Column9,Column14,Column17,Column19,Column21"
13,0.7582417582417582,"Column1,Column2,Column4,Column5,Column8,Column9,Column10,Column11,Column13,Column14,Column16,Column18,Column22"
7,0.8021978021978022,"Column1,Column4,Column6,Column9,Column16,Column19,Column22"
8,0.8241758241758241,"Column2,Column4,Column5,Column8,Column11,Column13,Column15,Column19"
11,0.8131868131868132,"Column1,Column2,Column3,Column4,Column6,Column11,Column12,Column13,Column16,Column18,Column20"
6,0.8901098901098901,"Column1,Column2,Column9,Column17,Column19,Column20"
18,0.8351648351648352,"Column2,Column3,Column4,Column5,Column7,Column8,Column9,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column22"
14,0.8461538461538461,"Column1,Column2,Column4,Column5,Column7,Column9,Column10,Column11,Column14,Column15,Column16,Column19,Column21,Column22"
16,0.8351648351648352,"Column1,Column3,Column4,Column8,Column10,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
17,0.8241758241758241,"Column1,Column2,Column3,Column4,Column5,Column6,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column18,Column19,Column21,Column22"
19,0.7692307692307693,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column22"
4,0.7912087912087912,"Column3,Column6,Column7,Column19"
17,0.6923076923076923,"Column1,Column2,Column3,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column16,Column17,Column18,Column20,Column21,Column22"
3,0.7142857142857143,"Column2,Column8,Column12"
18,0.8241758241758241,"Column1,Column2,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column16,Column18,Column19,Column21,Column22"
3,0.7252747252747253,"Column4,Column14,Column15"
4,0.8021978021978022,"Column4,Column7,Column8,Column18"
9,0.7912087912087912,"Column1,Column2,Column4,Column8,Column10,Column11,Column14,Column15,Column18"
12,0.7692307692307693,"Column1,Column2,Column5,Column6,Column10,Column11,Column12,Column13,Column17,Column18,Column19,Column22"
11,0.8681318681318682,"Column1,Column3,Column4,Column5,Column6,Column7,Column9,Column11,Column13,Column14,Column15"
13,0.8241758241758241,"Column1,Column3,Column5,Column6,Column7,Column8,Column9,Column13,Column14,Column15,Column18,Column19,Column21"
20,0.8351648351648352,"Column1,Column2,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
11,0.8791208791208791,"Column1,Column2,Column3,Column6,Column7,Column8,Column9,Column14,Column15,Column20,Column22"
15,0.7472527472527473,"Column1,Column2,Column3,Column4,Column6,Column7,Column8,Column11,Column12,Column13,Column15,Column16,Column17,Column20,Column21"
17,0.7912087912087912,"Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column10,Column12,Column13,Column14,Column17,Column18,Column19,Column20,Column21,Column22"
6,0.7802197802197802,"Column4,Column5,Column14,Column16,Column19,Column22"
19,0.8131868131868132,"Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column18,Column20,Column21,Column22"
14,0.7362637362637363,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column11,Column12,Column13,Column16,Column19,Column22"
10,0.7912087912087912,"Column1,Column2,Column5,Column7,Column8,Column10,Column18,Column19,Column20,Column22"
14,0.7912087912087912,"Column2,Column3,Column4,Column6,Column7,Column8,Column9,Column12,Column14,Column15,Column18,Column19,Column20,Column21"
2,0.7802197802197802,"Column20,Column22"
18,0.8131868131868132,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column11,Column12,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
6,0.7142857142857143,"Column2,Column10,Column14,Column19,Column20,Column21"
3,0.7802197802197802,"Column1,Column2,Column11"
7,0.7692307692307693,"Column3,Column8,Column15,Column16,Column19,Column21,Column22"
9,0.7582417582417582,"Column1,Column4,Column5,Column6,Column7,Column8,Column12,Column21,Column22"
14,0.8021978021978022,"Column1,Column2,Column4,Column5,Column6,Column8,Column10,Column12,Column14,Column16,Column19,Column20,Column21,Column22"
20,0.8351648351648352,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column21,Column22"
12,0.8021978021978022,"Column2,Column3,Column6,Column7,Column10,Column13,Column14,Column15,Column16,Column17,Column21,Column22"
9,0.8351648351648352,"Column2,Column3,Column6,Column10,Column11,Column12,Column16,Column21,Column22"
18,0.7472527472527473,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column15,Column16,Column19,Column20,Column21,Column22"
16,0.7912087912087912,"Column1,Column4,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column18,Column20,Column21"
8,0.8021978021978022,"Column1,Column7,Column10,Column13,Column15,Column16,Column18,Column22"
1,0.7692307692307693,"Column17"
6,0.7802197802197802,"Column3,Column7,Column10,Column15,Column19,Column21"
15,0.8241758241758241,"Column1,Column3,Column4,Column7,Column8,Column10,Column11,Column14,Column15,Column17,Column18,Column19,Column20,Column21,Column22"
15,0.7692307692307693,"Column3,Column4,Column5,Column7,Column10,Column11,Column12,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21"
2,0.7472527472527473,"Column12,Column22"
12,0.7362637362637363,"Column1,Column2,Column4,Column7,Column9,Column11,Column12,Column15,Column16,Column17,Column21,Column22"
1,0.7912087912087912,"Column15"
10,0.8461538461538461,"Column2,Column4,Column5,Column6,Column7,Column10,Column11,Column12,Column21,Column22"
4,0.7912087912087912,"Column6,Column9,Column16,Column21"
14,0.7802197802197802,"Column1,Column3,Column6,Column8,Column10,Column11,Column12,Column13,Column14,Column15,Column17,Column19,Column21,Column22"
10,0.7252747252747253,"Column2,Column3,Column4,Column6,Column10,Column13,Column14,Column17,Column19,Column21"
11,0.7912087912087912,"Column2,Column3,Column4,Column11,Column13,Column16,Column17,Column19,Column20,Column21,Column22"
4,0.8351648351648352,"Column6,Column8,Column11,Column14"
9,0.7252747252747253,"Column2,Column4,Column6,Column10,Column11,Column12,Column17,Column20,Column22"
16,0.8021978021978022,"Column1,Column2,Column4,Column5,Column6,Column7,Column9,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column19,Column20"
21,0.7802197802197802,"Column1,Column2,Column3,Column4,Column5,Column6,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
11,0.8351648351648352,"Column2,Column6,Column7,Column11,Column13,Column14,Column16,Column18,Column20,Column21,Column22"
8,0.8021978021978022,"Column3,Column6,Column7,Column10,Column11,Column18,Column21,Column22"
12,0.8131868131868132,"Column1,Column2,Column5,Column7,Column8,Column9,Column10,Column13,Column15,Column17,Column18,Column22"
12,0.7692307692307693,"Column4,Column6,Column8,Column9,Column11,Column12,Column13,Column14,Column16,Column19,Column20,Column22"
12,0.7692307692307693,"Column1,Column2,Column3,Column5,Column7,Column8,Column9,Column10,Column16,Column17,Column18,Column20"
1,0.7692307692307693,"Column8"
13,0.8131868131868132,"Column1,Column4,Column5,Column8,Column9,Column10,Column14,Column15,Column17,Column19,Column20,Column21,Column22"
18,0.8021978021978022,"Column1,Column2,Column4,Column5,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column18,Column19,Column20,Column21,Column22"
6,0.7472527472527473,"Column3,Column4,Column5,Column8,Column17,Column19"
12,0.7472527472527473,"Column2,Column6,Column7,Column9,Column10,Column11,Column16,Column17,Column19,Column20,Column21,Column22"
2,0.8021978021978022,"Column4,Column12"
19,0.7472527472527473,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column11,Column12,Column13,Column14,Column15,Column16,Column18,Column19,Column20,Column21,Column22"
9,0.7912087912087912,"Column1,Column5,Column6,Column8,Column9,Column15,Column19,Column20,Column21"
19,0.7912087912087912,"Column1,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column20,Column21,Column22"
2,0.7912087912087912,"Column11,Column14"
4,0.8571428571428571,"Column1,Column2,Column13,Column22"
9,0.8131868131868132,"Column2,Column3,Column6,Column12,Column15,Column16,Column18,Column19,Column20"
4,0.7912087912087912,"Column5,Column9,Column12,Column18"
2,0.8131868131868132,"Column6,Column16"
12,0.7142857142857143,"Column1,Column2,Column3,Column4,Column7,Column9,Column10,Column11,Column13,Column14,Column16,Column20"
